অঞ্চল	26
অঞ্চলে	31
অঞ্চলের	30
অঞ্জলি	11
অটল	13
অটলভাবে	5
অটুট	10
অটো	48
অটোগ্রাফ	25
অটোতে	6
অটোপাইলট	6
অটোমেটিক	10
অটোম্যাটিক	13
অডিও	11
অডিশন	11
অডিশনের	5
অণু	8
অণ্ডকোষ	9
অণ্ডকোষে	3
অণ্ডকোষের	5
অত	71
অতঃপর	16
অতএব	13
অতটা	51
অতটুকুই	5
অতপর	3
অতর্কিত	12
অতল	9
অতি	71
অতিকায়	4
অতিক্রম	121
অতিথি	76
অতিথিকে	6
অতিথিদের	6
অতিথিবৃন্দ	5
অতিথির	7
অতিথিরা	4
অতিথী	6
অতিপ্রাকৃত	16
অতিবাহিত	26
অতিভুজ	4
অতিমানবের	5
অতিরঞ্জিত	6
অতিরিক্ত	136
অতিশয়	3
অতিষ্ঠ	8
অতিসত্বর	8
অতীত	127
অতীতকালের	4
অতীতকে	18
অতীতে	33
অতীতের	55
অতীব	4
অতুলনীয়	13
অতৃপ্ত	8
অতো	39
অতোটা	24
অতোটাও	3
অত্যধিক	18
অত্যন্ত	169
অত্যাচার	49
অত্যাচারিত	4
অত্যাচারী	9
অত্যাচারের	6
অত্যাধিক	9
অত্যাধুনিক	8
অত্যান্ত	4
অথচ	88
অথবা	974
অথিতিদের	7
অদক্ষ	4
অদম্য	7
অদূর	5
অদৃশ্য	128
অদেখা	4
অদ্বিতীয়	20
অদ্ভুত	473
অদ্ভুদ	15
অদ্ভূত	15
অদ্রি	7
অধ	8
অধম	6
অধরা	7
অধার্মিক	4
অধিক	55
অধিকতর	9
অধিকাংশ	41
অধিকাংশই	15
অধিকার	393
অধিকারকে	3
অধিকারি	3
অধিকারী	22
অধিকারীরাই	4
অধিকারে	7
অধিকারের	17
অধিনস্ত	3
অধিনায়ক	5
অধিপতি	8
অধিবাসী	13
অধিবাসীদের	7
অধিষ্ঠিত	8
অধীন	10
অধীনস্থ	5
অধীনে	81
অধীর	21
অধ্যবসায়ী	4
অধ্যয়ন	8
অধ্যয়নরত	4
অধ্যাপক	46
অধ্যাপনা	5
অধ্যায়	11
অধ্যায়	27
অধ্যায়কে	5
অধ্যায়টা	6
অধ্যায়ের	3
অন	222
অনধিকার	6
অনধিকারপ্রবেশকারী	7
অননুমোদিত	6
অনন্ত	74
অনন্তকাল	18
অনন্য	15
অনন্যতা	5
অনন্যা	4
অনন্যাকে	4
অনবরত	13
অনভিজ্ঞ	5
অনর	9
অনর্থক	33
অনলাইন	17
অনলাইনে	24
অনসরন	4
অনস্বীকার্য	4
অনাগত	6
অনাথ	15
অনাবশ্যক	4
অনাবৃত	5
অনার	23
অনাহারী	6
অনাহারে	9
অনাহূত	8
অনায়াসে	4
অনি	8
অনিচ্ছা	5
অনিচ্ছাকৃত	9
অনিচ্ছাকৃতভাবে	3
অনিচ্ছুক	5
অনিতা	4
অনিবার্য	11
অনিরাপদ	5
অনিশ্চিত	15
অনিষ্ট	6
অনীক	8
অনীহা	3
অনু	17
অনুকরণ	4
অনুকুলে	4
অনুকূল	6
অনুকূলে	7
অনুগত	25
অনুগত্য	3
অনুগ্রহ	107
অনুগ্রহপূর্বক	11
অনুগ্রহে	5
অনুচর	4
অনুচিত	9
অনুচ্ছেদ	4
অনুতপ্ত	25
অনুতাপ	16
অনুদান	7
অনুধাবন	11
অনুনাদী	5
অনুপযুক্ত	5
অনুপস্থিত	33
অনুপস্থিতি	7
অনুপস্থিতিতে	8
অনুপাত	6
অনুপ্রবেশ	19
অনুপ্রবেশকারী	10
অনুপ্রাণিত	12
অনুপ্রানিত	5
অনুপ্রেরণা	22
অনুপ্রেরণার	4
অনুপ্রেরনা	5
অনুবাদ	242
অনুবাদঃ	18
অনুবাদক	51
অনুবাদকঃ	36
অনুবাদকদের	39
অনুবাদকের	10
অনুবাদে	9
অনুবাদেঃ	19
অনুভতি	9
অনুভব	423
অনুভুতি	43
অনুভুতির	7
অনুভূত	36
অনুভূতি	158
অনুভূতিও	4
অনুভূতিকে	6
অনুভূতিগুলো	7
অনুভূতিগুলোকে	8
অনুভূতিটা	20
অনুভূতির	13
অনুমতি	398
অনুমতিতে	4
অনুমতিপ্রাপ্ত	4
অনুমতির	19
অনুমান	188
অনুমানে	6
অনুমানের	5
অনুমিত	32
অনুমোদন	39
অনুমোদিত	18
অনুযায়ী	26
অনুযায়ি	6
অনুযায়ী	188
অনুযোগ	4
অনুরাগ	8
অনুরাগী	8
অনুরূপ	10
অনুরোধ	212
অনুরোধে	24
অনুরোধের	5
অনুর্বর	7
অনুশাসন	5
অনুশীলন	67
অনুশীলনের	11
অনুশোচনা	13
অনুষ্ঠান	110
অনুষ্ঠানটা	3
অনুষ্ঠানে	81
অনুষ্ঠানের	46
অনুষ্ঠিত	16
অনুসন্ধান	80
অনুসন্ধানকারী	4
অনুসন্ধানে	18
অনুসন্ধানের	12
অনুসরণ	328
অনুসরণকারী	3
অনুসরণের	4
অনুসরন	65
অনুসরনীয়	3
অনুসারী	9
অনুসারে	66
অনুসৃত	7
অনেক	6557
অনেককিছু	15
অনেককে	10
অনেককেই	6
অনেকক্ষণ	36
অনেকক্ষন	11
অনেকখানিই	3
অনেকগুলি	5
অনেকগুলো	69
অনেকটা	256
অনেকটাই	16
অনেকদিন	151
অনেকদিনের	4
অনেকদূর	8
অনেকবার	48
অনেকবারই	3
অনেকে	76
অনেকেই	110
অনেকের	29
অনেকেরই	4
অনেক্ষণ	5
অনেক্ষন	5
অনৈচ্ছিক	5
অনৈতিক	22
অনৈতিকভাবে	3
অন্ত	10
অন্তঃত	18
অন্তঃসত্ত্বা	7
অন্তঃস্থল	4
অন্তত	418
অন্ততপক্ষে	11
অন্তর	47
অন্তরঙ্গ	4
অন্তরালে	4
অন্তরীক্ষ	3
অন্তরে	23
অন্তরের	22
অন্তর্গত	13
অন্তর্দৃষ্টি	4
অন্তর্দৃষ্টিসম্পন্ন	3
অন্তর্নিহিত	4
অন্তর্ভুক্ত	26
অন্তর্ভূক্ত	12
অন্তহীন	15
অন্তিম	17
অন্ত্যেষ্টিক্রিয়া	5
অন্ত্যেষ্টিক্রিয়ায়	5
অন্ধ	112
অন্ধকার	207
অন্ধকারকে	10
অন্ধকারাচ্ছন্ন	8
অন্ধকারে	90
অন্ধকারের	45
অন্ধকূপ	11
অন্ধকূপে	5
অন্ধত্ব	4
অন্ধের	12
অন্নাবেল	11
অন্নেক	5
অন্বেষণ	8
অন্য	1659
অন্যকাউকে	12
অন্যকারও	11
অন্যকারো	26
অন্যকিছু	114
অন্যকিছুও	4
অন্যকিছুর	9
অন্যকে	44
অন্যকেউ	36
অন্যকোথাও	25
অন্যকোন	58
অন্যগুলো	3
অন্যগুলোর	5
অন্যজন	13
অন্যজনকে	5
অন্যজনের	10
অন্যটা	19
অন্যটাকে	3
অন্যটার	6
অন্যটি	4
অন্যতম	38
অন্যত্র	8
অন্যথা	6
অন্যথায়	23
অন্যথায়	26
অন্যদিক	6
অন্যদিকে	65
অন্যদিন	4
অন্যদের	211
অন্যদেরও	5
অন্যদেরকে	13
অন্যভাবে	45
অন্যমনস্ক	5
অন্যরকম	113
অন্যরকমই	3
অন্যরা	70
অন্যরাও	7
অন্যসব	10
অন্যসবাই	4
অন্যসবার	5
অন্যান্য	225
অন্যান্যদের	13
অন্যায়	5
অন্যায্য	4
অন্যায়	63
অন্যায়ের	11
অন্যের	111
অন্যেরা	10
অপকর্ম	4
অপকর্মের	4
অপচয়	43
অপছন্দ	49
অপছন্দের	4
অপটিক	4
অপটিক্যাল	3
অপদস্থ	3
অপদার্থ	24
অপপ্রচার	11
অপবাদ	6
অপবিত্র	19
অপব্যবহার	9
অপমান	103
অপমানজনক	11
অপমানিত	21
অপর	23
অপরকে	99
অপরদিকে	4
অপরাজিত	3
অপরাজেয়	10
অপরাধ	231
অপরাধগুলো	6
অপরাধটা	4
অপরাধবোধ	8
অপরাধমূলক	16
অপরাধী	162
অপরাধীকে	35
অপরাধীদের	70
অপরাধীদেরকে	7
অপরাধীর	22
অপরাধীরা	33
অপরাধে	30
অপরাধের	105
অপরাহ্ণ	17
অপরাহ্ন	19
অপরিচিত	60
অপরিচিতদের	9
অপরিচিতের	4
অপরিবর্তনীয়	9
অপরিষ্কার	9
অপরিহার্য	18
অপরের	128
অপর্যাপ্ত	5
অপশন	20
অপসারণ	10
অপসারন	5
অপসৃত	4
অপহরণ	96
অপহরণকারী	12
অপহরণকারীদের	11
অপহরণের	7
অপহরন	17
অপহৃত	12
অপারগ	4
অপারেট	7
অপারেটর	21
অপারেটিং	6
অপারেশন	87
অপারেশনকে	5
অপারেশনগুলো	4
অপারেশনে	16
অপারেশনের	31
অপু	9
অপূর্ণ	4
অপূর্ণতা	4
অপূর্ণাঙ্গ	4
অপূর্ব	46
অপেক্ষমান	11
অপেক্ষা	1381
অপেক্ষাকৃত	5
অপেক্ষাতেই	3
অপেক্ষায়	7
অপেক্ষার	23
অপেক্ষায়	183
অপেক্ষিত	9
অপেরা	7
অপেরার	4
অপেরায়	5
অপেশাদার	4
অপোফিস	4
অপ্রচলিত	7
অপ্রতিরোধ্য	14
অপ্রত্যাশিত	48
অপ্রত্যাশিতভাবে	7
অপ্রবিত্র	4
অপ্রয়োজনীয়	4
অপ্রস্তুত	3
অপ্রাসঙ্গিক	14
অপ্রিয়	5
অপ্রীতিকর	9
অপ্রয়োজনীয়	18
অপয়া	4
অফ	254
অফলাইন	4
অফশোর	4
অফার	77
অফারটা	6
অফিশিয়াল	10
অফিশিয়ালি	5
অফিস	154
অফিসটা	6
অফিসার	283
অফিসারঃ	11
অফিসারকে	21
অফিসারটা	4
অফিসারদের	35
অফিসাররা	12
অফিসারের	41
অফিসার্স	4
অফিসিয়াল	28
অফিসিয়ালি	8
অফিসে	232
অফিসেই	5
অফিসেও	4
অফিসের	75
অফুরন্ত	8
অফেন্স	4
অফেলিয়া	25
অব	51
অবকাশ	8
অবগত	25
অবগতির	4
অবচেতন	27
অবচেতনে	4
অবচেতনের	12
অবজেকশন	7
অবজেক্ট	6
অবজ্ঞা	15
অবজ্ঞাসূচক	4
অবতরণ	43
অবতরণের	8
অবতরন	4
অবতীর্ণ	6
অবদান	17
অবধারিত	4
অবধি	10
অবনতি	7
অবমাননা	8
অবরুদ্ধ	5
অবরোধ	15
অবর্ণনীয়	4
অবলম্বন	36
অবলম্বনে	9
অবলা	5
অবলাদের	4
অবশ	6
অবশিষ্ট	40
অবশিষ্টাংশ	5
অবশেষে	217
অবশ্য	254
অবশ্যই	2248
অবশ্যম্ভাবী	14
অবসন্ন	5
অবসর	77
অবসরপ্রাপ্ত	13
অবসরে	17
অবসরের	14
অবসাদগ্রস্থ	6
অবসান	16
অবস্থা	934
অবস্থাই	8
অবস্থাও	9
অবস্থাটা	16
অবস্থাডা	4
অবস্থাতেই	15
অবস্থান	266
অবস্থানকে	3
অবস্থানটা	5
অবস্থানে	49
অবস্থানের	13
অবস্থায়	18
অবস্থার	76
অবস্থায়	346
অবস্থিত	27
অবহিত	15
অবহেলা	21
অবহেলিত	6
অবাক	209
অবাধ	4
অবাধে	7
অবাধ্য	18
অবাধ্যতা	8
অবারিত	3
অবাস্তব	9
অবিকল	12
অবিকৃত	3
অবিচলিত	8
অবিচার	23
অবিচারকার্যের	3
অবিচ্ছিন্ন	3
অবিনশ্বর	13
অবিবাহিত	19
অবিরত	13
অবিরাম	7
অবিলম্বে	26
অবিশ্বাস	24
অবিশ্বাসী	4
অবিশ্বাস্য	140
অবিশ্বাস্যভাবে	5
অবুঝ	6
অবৈধ	90
অবৈধভাবে	11
অব্যাহত	27
অব্যাহতি	24
অভ	7
অভদ্র	28
অভদ্রতা	9
অভাগা	14
অভাব	61
অভাবই	3
অভাবনীয়	8
অভাবে	28
অভাবের	5
অভিকর্ষ	6
অভিকর্ষের	4
অভিজাত	20
অভিজ্ঞ	26
অভিজ্ঞতা	86
অভিজ্ঞতার	12
অভিজ্ঞতাসম্পন্ন	6
অভিধান	4
অভিনন্দন	201
অভিনব	6
অভিনয়	10
অভিনেতা	15
অভিনেতাদের	4
অভিনেত্রী	20
অভিনেত্রীকে	3
অভিনেত্রীর	4
অভিন্ন	8
অভিনয়	126
অভিনয়ে	5
অভিনয়েঃ	4
অভিনয়ের	7
অভিপ্রায়	6
অভিপ্রেত	4
অভিবাদন	16
অভিবাহকদের	4
অভিব্যক্তি	9
অভিভাবক	38
অভিভুত	5
অভিভূত	20
অভিমত	13
অভিমন্যু	4
অভিমন্যুকে	3
অভিমান	6
অভিমানী	5
অভিমুখে	4
অভিযাত্রী	15
অভিযান	70
অভিযানগুলোতে	5
অভিযানে	34
অভিযানের	24
অভিযুক্ত	68
অভিযোগ	157
অভিযোগে	19
অভিযোগের	6
অভিযোজন	4
অভিশংসক	3
অভিশংসকের	9
অভিশপ্ত	57
অভিশম্পাত	11
অভিশাপ	126
অভিশাপটি	5
অভিশাপের	5
অভিষেক	26
অভিষেকের	5
অভিসার	4
অভিহিত	9
অভীষ্ট	4
অভূতপূর্ব	12
অভেদ্য	5
অভ্যন্তরীণ	23
অভ্যর্থনা	19
অভ্যস্ত	82
অভ্যস্থ	7
অভ্যাস	97
অভ্যাসে	7
অভ্যাসের	6
অভ্যুত্থান	21
অভ্যেস	3
অমঙ্গল	10
অমন	68
অমনটা	5
অমনি	4
অমর	54
অমরণশীল	6
অমরত্ব	8
অমরত্বের	6
অমরিতা	12
অমর্যাদা	3
অমলেট	8
অমানবিক	11
অমানুষ	8
অমান্য	42
অমায়িক	7
অমিতাব	9
অমিতাবের	3
অমিতাভ	6
অমিল	5
অমীমাংসিত	9
অমুল্য	6
অমূল্য	22
অমৃত	6
অমৃতের	4
অযথা	28
অযথাই	5
অযাচিত	5
অযোগ্য	40
অযৌক্তিক	13
অর	12
অরক্ষিত	11
অরগাস	4
অরণ্য	5
অরণ্যে	5
অরবিন্দ	4
অরাল	5
অরি	4
অরিজিনাল	13
অরে	8
অরেঞ্জ	10
অরেলিও	5
অরোর	5
অর্ক	20
অর্কদের	7
অর্করা	6
অর্কিড	8
অর্ক্	9
অর্গল	14
অর্গলটা	3
অর্গলটি	8
অর্গানাইজেশন	4
অর্গানিক	3
অর্চনা	9
অর্চি	59
অর্চিকে	5
অর্চির	4
অর্জন	163
অর্জনে	8
অর্জনের	16
অর্জিত	14
অর্জুন	39
অর্জুনের	9
অর্ডার	211
অর্ডারের	9
অর্থ	297
অর্থঃ	4
অর্থই	4
অর্থনীতিতে	9
অর্থনৈতিক	14
অর্থপূর্ণ	4
অর্থবহ	6
অর্থহীন	60
অর্থাৎ	46
অর্থে	29
অর্থেই	15
অর্থের	27
অর্থোদ্ধার	5
অর্ধ	19
অর্ধেক	260
অর্ধেকও	6
অর্ধেকটা	14
অর্ধেকে	4
অর্পণ	7
অর্পন	6
অর্পিত	4
অর্লিন্স	4
অর্লিন্সে	9
অল	42
অলংকার	7
অলক্ষুণে	5
অলঙ্কার	5
অলফাদারের	3
অলরাইট	6
অলরাউন্ডার	4
অলরেডি	38
অলস	24
অলসতা	7
অলিগলিতে	3
অলিভ	7
অলিভার	12
অলিভিয়া	39
অলিভেট	5
অলিভেটি	5
অলিম্পাস	10
অলিম্পাসের	6
অলিম্পিক	8
অলীক	4
অলৌকিক	57
অল্ড্রিচ	8
অল্প	255
অল্পই	5
অল্পকিছু	6
অল্পবয়সী	5
অল্পবয়সী	4
অল্পমাত্র	4
অল্পের	5
অশান্ত	6
অশান্তি	11
অশান্তির	5
অশিক্ষিত	10
অশুদ্ধ	11
অশুভ	73
অশেষ	15
অশোক	25
অশ্বচালনা	6
অশ্বারোহণে	9
অশ্বারোহী	45
অশ্রদ্ধা	6
অশ্রু	32
অশ্রুবিন্দু	3
অশ্লীল	5
অশ্লীলতা	4
অষ্টম	7
অসংখ্য	93
অসংগতি	6
অসঙ্গত	4
অসধারন	5
অসন্তুষ্ট	18
অসন্তোষ	7
অসফল	6
অসভ্য	39
অসভ্যদের	4
অসভ্যের	4
অসমাপ্ত	14
অসম্পূর্ণ	13
অসম্ভব	413
অসম্ভবকে	15
অসম্ভবকেই	4
অসম্ভবের	4
অসম্মান	29
অসময়ে	14
অসহায়	43
অসহায়দের	5
অসহ্য	34
অসহ্যকর	7
অসাধারণ	405
অসাধারন	88
অসাবধান	4
অসাম	26
অসামাজিক	11
অসামান্য	4
অসাড়	4
অসাড়তা	5
অসিয়তের	4
অসীম	51
অসীমতার	3
অসুখ	33
অসুখী	5
অসুখের	4
অসুবিধা	31
অসুবিধার	5
অসুস্থ	269
অসুস্থই	4
অসুস্থতা	12
অসুস্থতার	8
অসুস্থদেরকে	4
অস্কার	90
অস্কারি	12
অস্টিন	6
অস্ট্রিয়ার	4
অস্ট্রেলিয়া	15
অস্ট্রেলিয়ার	4
অস্ত	10
অস্তিত্ব	128
অস্তিত্বই	18
অস্তিত্বকে	4
অস্তিত্বের	27
অস্ত্র	555
অস্ত্রই	5
অস্ত্রও	4
অস্ত্রকে	5
অস্ত্রগুলো	21
অস্ত্রটা	30
অস্ত্রটি	6
অস্ত্রধারী	6
অস্ত্রপাতি	5
অস্ত্রশস্ত্র	12
অস্ত্রাগার	7
অস্ত্রে	22
অস্ত্রের	53
অস্ত্রেলিয়ায়	4
অস্থায়ী	3
অস্থায়ী	14
অস্থি	13
অস্থির	116
অস্থিরতা	6
অস্পষ্ট	41
অস্পষ্টভাবে	13
অস্পৃশ্য	4
অস্বস্তি	19
অস্বস্তিকর	17
অস্বাভাবিক	72
অস্বাভাবিকতা	5
অস্বাস্থ্যকর	5
অস্বীকার	105
অস্বীকৃত	5
অস্বীকৃতি	8
অস্র	13
অস্রযোদ্ধা	3
অস্রের	5
অসৎ	27
অহ	66
অহংকার	24
অহংকারী	28
অহংকারের	3
অহংবোধ	3
অহঙ্কারের	4
অহন	4
অহহ	5
অহেতুক	9
অাগে	25
অাছি	7
অাছে	104
অাছেন	7
অাছো	4
অাজ	6
অাজকের	3
অানতে	4
অানন্দ	4
অাপনাকে	8
অাপনাদের	5
অাপনার	28
অাপনারা	4
অাপনি	29
অাবার	9
অামরা	48
অামাকে	107
অামাদের	41
অামার	206
অামারও	3
অামারে	4
অামায়	6
অামি	298
অামিও	6
অার	72
অারেকটা	6
অারো	11
অাশা	3
অাশির্বাদ	11
অাশীর্বাদ	3
অাসবে	6
অাসবো	5
অাসলে	13
অাসে	9
অাসো	20
অায়	15
অ্যশউইৎয	9
অ্যা	15
অ্যাঁ	30
অ্যাংকর	7
অ্যাই	6
অ্যাওয়ার্ড	14
অ্যাওয়ার্ডটা	5
অ্যাকশন	7
অ্যাকসিডেন্ট	14
অ্যাকাউন্ট	37
অ্যাকাউন্টটা	4
অ্যাকাউন্টে	8
অ্যাকাউন্টেন্ট	15
অ্যাকাডেমি	6
অ্যাকাডেমিতে	4
অ্যাকাডেমির	4
অ্যাকুরিয়াম	3
অ্যাকুয়া	4
অ্যাক্সিডেন্ট	10
অ্যাক্সিডেন্টে	3
অ্যাক্সেস	15
অ্যাঙ্গাস	6
অ্যাজটেক	4
অ্যাঞ্জিয়ার	32
অ্যাঞ্জিয়ারের	9
অ্যাঞ্জেলিকা	6
অ্যাঞ্জেলিনা	16
অ্যাঞ্জেলিনাকে	5
অ্যাঞ্জেলিনার	8
অ্যাঞ্জেলেসে	4
অ্যাঞ্জেলো	6
অ্যাটর্নি	9
অ্যাটাক	29
অ্যাটাকের	6
অ্যাটেনশন	4
অ্যাডভেঞ্চার	4
অ্যাডমিরাল	8
অ্যাডলার	4
অ্যাডাম	14
অ্যাডামস	26
অ্যাড্রেস	5
অ্যান	75
অ্যানা	37
অ্যানাকে	4
অ্যানাগ্রাম	5
অ্যানার	13
অ্যানাস্তেসিয়া	6
অ্যানি	20
অ্যান্ট	11
অ্যান্টি	3
অ্যান্টোনি	16
অ্যান্ড	34
অ্যান্ডও	11
অ্যান্ডারসন	7
অ্যান্ডি	70
অ্যান্ডিকে	5
অ্যান্ডির	6
অ্যান্ড্রুস	6
অ্যান্থনি	14
অ্যান্সার	5
অ্যাপ	4
অ্যাপয়েন্টমেন্ট	9
অ্যাপল	6
অ্যাপলব্যাওমের	4
অ্যাপাচি	7
অ্যাপার্টমেন্ট	20
অ্যাপার্টমেন্টে	14
অ্যাপার্টমেন্টের	4
অ্যাপোলো	6
অ্যাপ্লাই	5
অ্যাপ্লিকেশন	4
অ্যাপয়েন্টমেন্ট	17
অ্যাপয়েন্টমেন্টও	4
অ্যাবাগ্নালি	6
অ্যাবাগ্নেল	40
অ্যাবি	25
অ্যাভলোন	4
অ্যাভলোনের	6
অ্যাভাটার	46
অ্যাভাটারে	5
অ্যাভাটারের	5
অ্যাভেঞ্জার্স	4
অ্যাম	14
অ্যামডারস্কি	14
অ্যামবুশ	3
অ্যামস্টারডাম	4
অ্যামাজন	8
অ্যামাজনে	3
অ্যামিগো	8
অ্যামিলিয়া	3
অ্যামের	16
অ্যামেরিকা	11
অ্যামেরিকান	32
অ্যামেরিকানদের	5
অ্যামেরিকানরা	7
অ্যামেরিকানের	5
অ্যামেরিকার	13
অ্যামো	37
অ্যামোর	3
অ্যাম্বুলেন্স	25
অ্যাম্বুশ	5
অ্যাম্বুশের	3
অ্যাম্বেসীতে	6
অ্যাম্যান্ডা	7
অ্যারন	18
অ্যারিজোনা	12
অ্যারেন	10
অ্যারেনের	4
অ্যারেস্ট	6
অ্যারো	10
অ্যারোরা	30
অ্যালকালাই	4
অ্যালকোহল	8
অ্যালগরিদম	9
অ্যালফ্রেড	53
অ্যালবাম	5
অ্যালবাস	6
অ্যালবি	29
অ্যালবেনিয়ান	16
অ্যালবেনিয়ার	3
অ্যালাকি	58
অ্যালাকিকে	4
অ্যালান	53
অ্যালানের	5
অ্যালাম	5
অ্যালার্ম	21
অ্যালার্মটা	5
অ্যালি	7
অ্যালিবাই	4
অ্যালিস	17
অ্যালুমিনিয়াম	6
অ্যালেক্স	31
অ্যালেক্সান্ডার	12
অ্যালেক্সেই	22
অ্যালেন	42
অ্যালেস	11
অ্যালেসঃ	3
অ্যালোঞ্জো	10
অ্যাশ	4
অ্যাশলি	4
অ্যাশল্যান্ড	10
অ্যাসিড	5
অ্যাসিস্টেন্ট	4
অ্যাসিস্ট্যান্ট	6
অ্যাানা	10
অ্যাানাবেথ	8
অয়	38
অয়াজ	3
অয়ালার	4
অয়েল	6
অয়েস	14
আ	243
আঁ	4
আঁকছ	3
আঁকছি	4
আঁকছে	4
আঁকতে	20
আঁকবে	3
আঁকবো	5
আঁকা	41
আঁকানো	17
আঁকার	8
আঁকি	8
আঁকিয়ে	3
আঁকুন	5
আঁকে	9
আঁকো	5
আঁকড়ে	18
আঁচ	14
আঁচার	9
আঁচড়	14
আঁচড়িয়ে	3
আঁচড়ে	3
আঁটকা	6
আঁটকে	29
আঁধার	3
আঁধারে	4
আঁধারের	4
আঁহ	24
আংকেল	82
আংকেলকে	3
আংকেলের	5
আংঘারাদ	5
আংটি	87
আংটিটা	57
আংটিটাও	3
আংটির	26
আংশিক	6
আঃ	60
আআ	10
আআআ	4
আই	183
আইআরএস	7
আইএএস	6
আইএমএফ	15
আইএমএফের	6
আইএসএস	9
আইকিউ	4
আইচ্ছা	10
আইছি	4
আইছে	18
আইজ	9
আইজকা	15
আইজি	4
আইজেনগার্ডের	3
আইজ্যাক	27
আইজ্যাকস	9
আইটেম	18
আইডি	63
আইডিয়া	225
আইডিয়াই	5
আইডিয়াকে	6
আইডিয়াটা	43
আইডিয়াটাই	4
আইডিয়ার	14
আইডেন্ট	5
আইতাছি	7
আইতাছে	7
আইতাসে	6
আইতেসে	4
আইন	286
আইনই	4
আইনকে	8
আইনগত	4
আইনজীবি	6
আইনজীবী	79
আইনজীবীঃ	4
আইনজীবীকে	3
আইনজীবীর	9
আইনত	8
আইনসভার	4
আইনস্টাইন	22
আইনস্টাইনের	4
আইনি	7
আইনী	4
আইনে	12
আইনের	94
আইপড	6
আইপি	9
আইপিএস	23
আইফেল	8
আইব	4
আইবল	5
আইবো	9
আইভরি	6
আইভি	9
আইরন	5
আইরিন	32
আইরিনের	4
আইরিশ	25
আইরিশদের	9
আইরিশরা	5
আইরিস	28
আইরিসকে	4
আইরিসের	3
আইরীন	4
আইলা	25
আইলিন	22
আইলো	7
আইল্যান্ড	52
আইল্যান্ডে	16
আইল্যান্ডের	10
আইস	17
আইসক্রিম	29
আইসক্রীম	13
আইসল্যান্ডে	4
আইসা	10
আইয়া	4
আইয়ো	7
আউ	47
আউচ	27
আউট	237
আউটগোয়িং	5
আউন্স	5
আউলস	4
আও	10
আওতার	11
আওতায়	33
আওয়াজ	8
আওস	3
আওয়াজ	224
আওয়াজটা	9
আওয়াজে	5
আওয়াজের	27
আওয়ার	4
আওয়াস্তি	20
আকবর	7
আকবার	10
আকর	4
আকরিক	5
আকর্ষণ	76
আকর্ষণীয়	19
আকর্ষণীয়	32
আকর্ষণের	5
আকর্ষন	21
আকর্ষনীয়	7
আকর্ষিত	11
আকস্মিক	32
আকস্মিকভাবে	6
আকা	4
আকাইম্মা	4
আকাঙ্ক্ষা	12
আকাঙ্ক্ষিত	6
আকাম	5
আকার	34
আকারে	34
আকারের	18
আকাশ	104
আকাশকে	7
আকাশচুম্বী	5
আকাশটা	5
আকাশপথে	5
আকাশে	132
আকাশের	71
আকৃতি	31
